Id,Business Date,Security Id,Symbol,Security Name,Open Price,High Price,Low Price,Close Price,Total Traded Quantity,Total Traded Value,Previous Day Close Price,Fifty Two Week High,Fifty Two Week Low,Last Updated Time,Last Updated Price,Total Trades,Average Traded Price,Market Capitalization
243,2025-03-03,2925,MLBSL,Mahila Lagubitta Bittiya Sanstha Limited ,2510,2569,2442,2487,6442,16063358.6,2509.9,2648.7,1556,2025-03-03T14:58:56.241154,2487,133,2493.53,5410.78
244,2025-03-03,4947,PSF,Prabhu Select Fund,10.05,10.51,10.05,10.39,291110,3031659.4,10.21,11.1,8.34,2025-03-03T14:59:04.589875,10.39,72,10.41,1298.75
245,2025-03-03,4949,NIBSF2,NIBL Samriddhi Fund -2,8.58,8.85,8.51,8.75,132700,1161011.5,8.75,9.6,7.07,2025-03-03T14:10:34.476536,8.75,27,8.74,1312.5
246,2025-03-03,4951,JBLB,Jeevan Bikas Laghubitta  Bittya Sanstha Ltd,1460,1460,1433,1440,10880,15711975.7,1434,1920,1225,2025-03-03T14:59:54.169326,1440,282,1444.11,22120.87
247,2025-03-03,4959,NBLD87,8.5% Nepal Bank Debenture 2087,1030,1030,1030,1030,30,30900,1030,1073,900,2025-03-03T11:44:21.342834,1030,1,1030,3605
248,2025-03-03,4967,NICSF,NIC Asia Select Fund 30,9.2,9.42,9.2,9.3,7250,67299,9.24,11.45,8.31,2025-03-03T14:25:08.772106,9.3,22,9.28,1162.5
249,2025-03-03,5982,SRLI,Sanima Reliance Life Insurance Limited,465,474.4,455,460.7,217764,101368534.4,462,654,415,2025-03-03T14:59:58.556392,460.7,1365,465.49,22818.77
250,2025-03-03,6985,SDBD87,Shangri-la Development Bank Debenture 2087,1035.4,1046,1035.4,1046,50,52035,1040.2,1114,885.2,2025-03-03T14:15:29.712998,1046,2,1040.7,784.5
251,2025-03-03,7986,NICD88,NIC ASIA Rinpatra 2088,1025,1030,1025,1030,275,282000,1030,1083,935,2025-03-03T14:57:52.088098,1030,6,1025.45,1621.09
252,2025-03-03,8004,GBILD86/87,Global IME Bank Limited Debenture 2086/87,1025,1025,1025,1025,25,25625,1021,1083,900,2025-03-03T13:16:08.260181,1025,1,1025,3075
253,2025-03-03,8005,MKJC,Mailung Khola Jal Vidhyut Company Limited,600,607.9,583,585,60308,35978338.9,594,735,402,2025-03-03T14:57:56.756694,585,373,596.57,2201.47
254,2025-03-03,8018,MLBS,Manushi Laghubitta Bittiya Sanstha Limited,2200,2219,1970,2079,8625,17833730.4,2187.9,2530,676,2025-03-03T14:59:58.203458,2079,209,2067.67,2273.91
255,2025-03-03,8021,SAHAS,Sahas Urja Limited,536,555,536,546,470469,257940147.9,536,725,409.5,2025-03-03T14:59:56.425885,546,2224,548.26,20638.8
256,2025-03-03,8023,MMF1,Mega Mutual Fund -1,8.81,8.95,8.56,8.95,216640,1901786.9,8.82,9.72,6.53,2025-03-03T14:54:44.925457,8.95,67,8.77,1118.75
257,2025-03-03,8024,NBF3,Nabil Balanced Fund-3,9.2,9.42,9.2,9.42,163449,1525609.8,9.18,10.45,7.05,2025-03-03T14:56:45.536937,9.42,73,9.33,1177.5
258,2025-03-03,8025,SPC,Samling Power Company Limited,634,635.4,614,623,80813,50641879.6,623,722,464,2025-03-03T14:59:58.779874,623,519,626.65,3115
259,2025-03-03,8031,MBJC,Madhya Bhotekoshi Jalavidyut Company Limited,352.8,369,352.8,358,72106,25801530.6,360,433,279.3,2025-03-03T14:59:21.797742,358,861,357.82,21480
260,2025-03-03,8032,BNHC,Buddha Bhumi Nepal Hydropower Company Limited,568,569.1,546.7,549,24730,13688424.6,558,742,422,2025-03-03T14:59:45.712122,549,278,553.51,2196
261,2025-03-03,8033,GBBD85,Garima Debenture, 2085,1035.5,1035.5,1035.5,1035.5,25,25887.5,1040.4,1090.3,900,2025-03-03T14:26:00.48032,1035.5,1,1035.5,1035.5
262,2025-03-03,8041,NESDO,NESDO Sambridha Laghubitta Bittiya Sanstha Limited,2397,2397,2330,2340,2484,5838968.1,2359,2641,1520.1,2025-03-03T14:58:38.770673,2340,69,2350.63,5967
263,2025-03-03,8043,CBLD88,Civil Bank Debenture 2088,1130,1130,1121.3,1121.8,75,84327.5,1131.5,1254.2,995,2025-03-03T14:39:28.600654,1121.8,3,1124.36,3365.4
264,2025-03-03,8045,GVL,Green Ventures Limited,549,552.9,540,542,24022,13109931,549,699.9,402.4,2025-03-03T14:59:39.221065,542,272,545.74,18631.25
265,2025-03-03,8055,BHL,Balephi Hydropower Limited,370,376,367,369.1,28106,10449292.8,366,520,312.7,2025-03-03T14:59:53.5276,369.1,229,371.78,13494.07
266,2025-03-03,8065,CYCL,CYC Nepal Laghubitta Bittiya Sanstha Limited,1886,1886,1800,1815,9020,16402359.9,1851.5,1958,1157.2,2025-03-03T14:59:31.395134,1815,195,1818.44,4835.6
267,2025-03-03,8066,RFPL,River Falls Power Limited,841,860,830,839.9,47208,39685888,842,1484,322.9,2025-03-03T14:59:59.220966,839.9,605,840.66,5879.3
268,2025-03-03,8070,DORDI,Dordi Khola Jal Bidyut Company Limited,431.2,465,426.3,431,181254,80306577.6,422.8,696,356.4,2025-03-03T14:59:51.987274,431,1372,443.06,9087.72
269,2025-03-03,8073,NICFC,NIC Asia Flexi CAP Fund,9.03,9.25,9.03,9.16,5400,49534,9.07,10.99,8.13,2025-03-03T14:55:34.631247,9.16,27,9.17,93.43
270,2025-03-03,8075,BHDC,Bindhyabasini Hydropower Development Company Limited,690,696,662,680,35679,24133031.1,690,829.7,434.2,2025-03-03T14:59:57.62423,680,246,676.39,7711.2
271,2025-03-03,8076,HHL,Himalayan Hydropower Limited,584,607.4,576.3,585,30016,17580969,590,635,318,2025-03-03T14:59:56.437223,585,308,585.71,6405.75
272,2025-03-03,8100,SGHC,Swet-Ganga Hydropower & Construction Limited ,574.2,590,565,577,30161,17293899.4,584,649.5,300.5,2025-03-03T14:59:58.140352,577,303,573.38,9191.61
273,2025-03-03,8108,RHGCL,Rapti Hydro And General Construction Limited,640,700,640,650,41672,27143466.6,649,708,286,2025-03-03T14:59:59.388338,650,338,651.35,3983.16
274,2025-03-03,8117,AVYAN,Aviyan Laghubitta Bittiya Sanstha Limited,1200,1224,1190.1,1200,11913,14298145,1212,1306.8,581,2025-03-03T14:59:49.095525,1200,150,1200.21,3000
275,2025-03-03,8122,PPL,People's Power Limited,590,595.1,576.2,576.3,34574,20074057.6,590,683.4,316.6,2025-03-03T14:59:58.512711,576.3,340,580.61,3645.67
276,2025-03-03,8123,DLBS,Dhaulagiri Laghubitta Bittiya Sanstha Limited,1854,1870,1822,1822,3527,6488717.4,1888.9,2250,810,2025-03-03T14:59:44.256725,1822,117,1839.72,2425.08
277,2025-03-03,8132,SHLB,Shrijanshil Laghubitta Bittiya Sanstha Limited,2697.9,2698,2560,2588,4310,11247480.7,2650,2907,832.2,2025-03-03T14:58:27.047445,2588,127,2609.62,2830.63
278,2025-03-03,9135,BHPL,Barahi Hydropower Public Limited,1046,1046,991,991,17642,18143671,1063,1275,449,2025-03-03T14:59:42.064188,991,167,1028.43,2477.5
279,2025-03-03,9146,SMHL,Super Madi Hydropower Limited,1062,1062,1025,1034.9,13581,14025634,1042,1657,421.5,2025-03-03T14:59:59.643269,1034.9,297,1032.73,22819.55
280,2025-03-03,9149,MKHC,Maya Khola Hydropower Company Limited,591,600,578,582,52969,31121004,595,627,279,2025-03-03T14:59:57.852282,582,419,587.53,5820
281,2025-03-03,9150,AHL,Asian Hydropower Limited,775.1,785,744.8,770,27785,21218221.4,785,904,410.1,2025-03-03T14:59:44.395427,770,265,763.65,2618
282,2025-03-03,9151,KDL,Kalinchowk Darshan Limited,1306.3,1306.3,1270,1290,16546,21272557.8,1283,1381,752.1,2025-03-03T14:59:51.857011,1290,231,1285.66,7740
283,2025-03-03,9159,SMJC,Sagarmatha Jalabidhyut Company Limited,655,669,647.9,651,109201,71932331.3,655,800,343.6,2025-03-03T14:59:57.573607,651,823,658.71,7637.53
284,2025-03-03,9161,ANLB,Aatmanirbhar Laghubitta Bittiya Sanstha Limited,4751,4932.7,4720,4773,2653,12640113.7,4748.1,6735,1856.2,2025-03-03T14:54:33.480073,4773,83,4764.46,3739.33
285,2025-03-03,9170,DOLTI,Dolti Power Company Limited,758.8,772,730,730,17077,12666011.8,744,1017,350.6,2025-03-03T14:59:35.023501,730,239,741.7,3916.35
286,2025-03-03,9178,RMF2,RBB Mutual Fund 2,9.3,9.3,9.13,9.3,8000,74383,9.12,10.73,7.91,2025-03-03T14:57:20.294408,9.3,3,9.29,786.89
287,2025-03-03,9181,RAWA,Rawa Energy Development Limited,920,934,900.1,908,8007,7337542.3,925,990,450,2025-03-03T14:59:55.264101,908,114,916.39,2542.4
288,2025-03-03,9182,SIGS3,Siddhartha Investment Growth Scheme 3,9.65,10.19,9.65,10.19,638490,6439907.5,9.82,10.81,7.86,2025-03-03T14:59:29.582451,10.19,34,10.08,821.11
289,2025-03-03,9184,ILI,IME Life Insurance Company Limited,513,517.2,508,508,93881,48089036.4,513,606,412.5,2025-03-03T14:59:35.343494,508,1221,512.23,25400
290,2025-03-03,9192,USHL,Upper Syange Hydropower Limited,818,818,800,809,7931,6401746.2,804,961,450,2025-03-03T14:59:57.122251,809,136,807.18,1779.8
291,2025-03-03,9193,GCIL,Ghorahi Cement Industry Limited,588.1,613,585.5,588,193145,114111407.9,600,668,460,2025-03-03T14:59:58.395797,588,1428,590.8,26857.99
292,2025-03-03,9194,TSHL,Three Star Hydropower Limited,910,916,890,890,9138,8193259.8,899,1231,465.6,2025-03-03T14:59:53.505638,890,130,896.61,4383.25
293,2025-03-03,9201,SNLI,Sun Nepal Life Insurance Company Limited,735,740,720,720,136399,99381545.3,732.5,744.5,447.2,2025-03-03T14:59:53.966595,720,1144,728.6,28523.52
294,2025-03-03,9212,MANDU,Mandu Hydropower Limited,991,1001.9,976,976,11354,11183072.3,990.1,1493.1,654.3,2025-03-03T14:59:55.179576,976,177,984.94,13309.1
295,2025-03-03,9213,HATHY,Hathway Investment Nepal Limited,1590,1600,1545,1549,46062,71983273.9,1575,1816,808.5,2025-03-03T14:59:59.881281,1549,588,1562.74,43858.39
296,2025-03-03,9225,VLUCL,Vision Lumbini Urja Company Limited ,750,765,740,740,31861,23865006.8,750,816,445.1,2025-03-03T14:58:45.838006,740,336,749.03,14152.5
297,2025-03-03,9230,MKCL,Muktinath Krishi Company Limited,1820,1839,1787.1,1800,17216,31159018.8,1795,1926,785,2025-03-03T14:59:59.128103,1800,293,1809.88,12600
298,2025-03-03,9236,NICGF2,NIC ASIA Growth Fund-2,8.6,8.77,8.6,8.77,3100,26994.5,8.72,9.79,7.32,2025-03-03T14:51:42.240712,8.77,26,8.7,793.68
299,2025-03-03,9244,NIBLSTF,NIBL Stable Fund,8.58,8.92,8.51,8.91,11850,104966.5,8.75,10.55,7.95,2025-03-03T14:58:46.08163,8.91,20,8.85,1006.83
300,2025-03-03,9248,GSY,Garima Samriddhi Yojana,9.3,9.98,9.15,9.79,58951,562568.3,9.4,10,8.8,2025-03-03T14:58:05.665793,9.79,115,9.54,1223.75
